game_id,player_id,min_on,min_off,min_so
272878,10722,,46,
272878,11685,46,,
272878,3021,46,,
272878,3990,63,,
272879,7832,,75,
272879,10722,75,,
272880,107,,78,
272880,4100,,84,
272880,3990,78,,
272880,7832,84,,
272881,9708,,88,
272881,4733,,85,
272881,7832,,65,
272881,7898,88,,
272881,3433,85,,
272881,3990,65,,
272882,107,,45,
272882,7832,,76,
272882,10722,45,,
272882,3990,76,,
272888,15110,,46,
272888,3021,,44,
272888,3990,,67,
272888,15136,46,,
272888,13834,67,,
272888,10722,44,,
270674,4733,,62,
270674,122,,76,
270674,7832,,16,
270674,10720,,,16
270674,15022,16,,
270674,13834,62,,
270674,4100,76,,
270889,15110,,40,
270889,4733,,46,
270889,107,,,35
270889,15136,40,,
270889,15022,46,,
271842,15110,,60,
271842,4733,,82,
271842,7832,,89,
271842,15136,60,,
271842,107,82,,
271842,13834,89,,
272047,5578,,84,
272047,4733,,65,
272047,4100,,84,
272047,107,65,,
272047,13834,84,,
272047,7832,84,,
272359,107,,68,
272359,3433,,68,
272359,4733,,89,
272359,11104,68,,
272359,13834,68,,
272359,7832,89,,
272371,15022,,82,
272371,9708,,86,
272371,3433,,80,
272371,8750,82,,
272371,5578,86,,
272371,4733,80,,
272377,8750,,67,
272377,4100,,67,
272377,9708,,,86
272377,11104,67,,
272377,7832,67,,
272592,13834,,50,
272592,4100,,79,
272592,10720,,,90
272592,11104,90,,
272592,4733,50,,
272592,7832,79,,
272522,7832,,87,
272522,11104,87,,
273167,8750,,64,
273167,4733,,75,
273167,7832,,64,
273167,13834,75,,
273167,3433,64,,
273167,11685,64,,
273097,7898,,88,
273097,4733,,86,
273097,4100,,84,
273097,107,88,,
273097,13834,86,,
273097,11685,84,,
273612,3982,,68,
273612,7832,,59,
273612,5578,68,,
273612,4100,59,,
274201,3982,,78,
274201,10722,,83,
274201,7832,,71,
274201,13834,78,,
274201,11685,83,,
274201,4100,71,,
274738,4733,,74,
274738,3982,74,,
275830,7898,,78,
275830,4733,,84,
275830,10722,,76,
275830,9708,78,,
275830,11685,76,,
275830,3990,84,,
279835,15136,,23,
279835,5877,23,,
277370,15022,,46,
277370,107,46,,
282427,5578,,64,
282427,10722,,71,
282427,4100,,71,
282427,11685,71,,
282427,19812,64,,
282427,7832,71,,
281320,9708,,33,
281320,3433,,80,
281320,10722,,76,
281320,19812,80,,
281320,7832,33,,
281320,18869,76,,
281592,14771,,87,
281592,3982,,61,
281592,10722,,87,
281592,11685,61,,
281592,19812,87,,
281592,18869,87,,
282420,14771,,58,
282420,11685,,58,
282420,7832,,74,
282420,5578,58,,
282420,19812,58,,
282420,18869,74,,
272889,107,,85,
272889,9708,,75,
272889,7898,75,,
272889,13834,85,,
270334,9708,,79,
270334,7898,79,,
270334,7832,90,,
270420,4733,,72,
270420,122,,85,
270420,7832,,63,
270420,13834,72,,
270420,11685,63,,
270420,4100,85,,
271538,4100,,50,
271538,122,,45,
271538,9708,,,72
271538,107,73,,
271538,11685,50,73,
271538,7832,45,,
273388,11104,,81,
273388,11685,,78,
273388,7832,,88,
273388,15027,88,,
273388,13834,81,,
273388,3982,78,,
280252,5578,,56,
280252,7832,,56,
280252,4733,56,,
280252,3982,56,,
272884,3433,,82,
272884,3990,,66,
272884,7832,,62,
272884,3982,82,,
272884,10722,66,,
272884,4100,62,,
272885,10722,,86,
272885,3990,,87,
272885,7898,86,,
272885,11685,87,,
272887,7832,,75,
272887,13834,75,,
272886,4733,,85,
272886,3982,,85,
272886,3021,,89,
272886,7898,89,,
272886,4100,85,,
272886,7832,85,,
271525,4100,,87,
271525,7832,87,,
276108,9708,,89,
276108,4733,,52,
276108,10722,,32,
276108,5578,52,,
276108,7898,89,,
276108,7832,32,,
277208,7832,,70,
277208,13834,70,,
278037,4733,,89,
278037,4100,,83,
278037,7832,,46,
278037,5578,83,,
278037,11685,46,,
278037,3990,89,,
278027,3433,,75,
278027,4733,,72,
278027,11685,,55,
278027,5578,75,,
278027,13834,72,,
278027,3990,55,,
278206,13834,,64,
278206,4733,,87,
278206,5578,87,,
278206,3990,64,,
278904,13834,,60,
278904,4733,,75,
278904,4100,,87,
278904,14771,75,,
278904,3990,60,,
278904,7832,87,,
279226,5578,,54,
279226,10722,,76,
279226,13834,76,,
279226,11685,54,,
279428,8750,,32,
279428,13834,,55,
279428,4100,,86,
279428,5578,32,,
279428,11685,86,,
279428,7832,55,,
272883,3990,,79,
272883,7832,,79,
272883,11685,79,,
272883,10722,79,,
270199,15110,,83,
270199,4733,,83,
270199,7832,,62,
270199,5877,83,,
270199,13834,62,,
270199,11685,83,,
276696,10722,,66,
276696,10720,,,63
276696,8750,66,,
252572,5912,,58,
252572,10722,,52,
252572,3990,,84,
252572,5121,,,75
252572,4733,84,,
252572,3982,58,,
252572,5618,52,,
252813,15027,,46,
252813,10720,,46,
252813,13834,,70,
252813,4733,70,,
252813,3982,46,,
252813,5618,46,,
252832,107,,86,
252832,13834,,79,
252832,3990,79,,
252832,5618,86,,
252825,7832,,89,
252825,3990,89,,
252834,11104,,78,
252834,13834,,64,
252834,7832,,88,
252834,4733,64,,
252834,3990,88,,
252834,5618,78,,
252719,4733,,83,
252719,3982,,80,
252719,7832,,80,
252719,4100,80,,
252719,3990,80,,
252719,5618,83,,
253001,4733,,41,
253001,3982,,76,
253001,4100,41,,
253001,5618,76,,
252940,7898,,65,
252940,13834,,60,
252940,5361,,83,
252940,9801,65,,
252940,5912,83,,
252940,10722,60,,
253161,7898,,78,
253161,10720,,67,
253161,5361,,71,
253161,5121,,,90
253161,9801,67,,
253161,4100,71,,
253161,5618,78,,
253290,15027,,64,
253290,10720,,76,
253290,4733,,83,
253290,9801,76,,
253290,4100,83,,
253290,5618,64,,
253296,7898,,65,
253296,4733,,70,
253296,4100,70,,
253296,5618,65,,
253353,4733,,77,
253353,3982,,71,
253353,4100,71,,
253353,5618,77,,
253567,5361,,74,
253567,5618,,88,
253567,14769,88,,
253567,10722,74,,
253678,5578,,72,
253678,4733,,53,
253678,7832,,72,
253678,13834,53,,
253678,10722,72,,
253678,5618,72,,
254015,15027,,60,
254015,5361,,52,
254015,4733,52,,
254015,7832,60,,
256827,13834,,60,
256827,7832,,81,
256827,4100,81,,
256827,3990,60,,
257106,10722,,78,
257106,3990,,67,
257106,9155,67,,
257106,9704,78,,
257186,15027,,79,
257186,3990,79,,
257513,7832,,77,
257513,9155,77,,
257512,5912,,69,
257512,7832,,75,
257512,3982,69,,
257512,3990,75,,
257888,9155,,45,
257888,4100,,17,
257888,10720,,,45
257888,5912,45,,
257888,7832,17,,
258368,13834,,60,
258368,7832,,60,
258368,5912,60,,
258368,3990,60,,
258521,15136,,69,
258521,3982,,69,
258521,9155,69,,
258521,10722,69,,
258736,4733,,46,
258736,9155,,80,
258736,3990,,80,
258736,5912,46,,
258736,10722,80,,
258736,7832,80,,
255014,5578,,88,
255014,3810,,66,
255014,3990,,79,
255014,14771,88,,
255014,7832,79,,
255014,5618,66,,
252514,5578,,77,
252514,3990,,83,
252514,5618,,65,
252514,13834,65,,
252514,5361,77,,
252514,6947,83,,
252553,3990,,79,
252553,5618,79,,
252552,15027,,83,
252552,5361,,82,
252552,5618,,45,
252552,5578,83,,
252552,13834,45,,
252552,4733,82,,
252573,15027,,84,
252573,13834,,77,
252573,4733,,66,
252573,3982,84,,
252573,3990,66,,
252573,5618,77,,
252004,4733,,61,
252004,3982,90,,
252004,3990,61,,
254021,13834,,80,
254021,4733,,85,
254021,10722,,64,
254021,5361,80,,
254021,7832,64,,
254021,5618,85,,
253907,4100,,35,
253907,3982,35,,
254166,3982,,45,
254166,10722,45,,
254454,4733,,42,
254454,3810,,82,
254454,7832,,66,
254454,5578,82,,
254454,10722,42,,
254454,5618,66,,
254406,7898,,71,
254406,5361,,84,
254406,7832,,60,
254406,10722,60,,
254406,3990,84,,
254406,5618,71,,
254471,5912,,57,
254471,10722,,87,
254471,7832,,75,
254471,13834,57,,
254471,3990,87,,
254471,5618,75,,
255159,5912,,72,
255159,10722,,57,
255159,7898,,,86
255159,3982,72,,
255159,3990,57,,
255685,5912,,75,
255685,10722,,82,
255685,13834,75,,
255685,3982,82,,
255952,4733,,79,
255952,3810,,88,
255952,3990,,31,
255952,5912,88,,
255952,3982,79,,
255952,10722,31,,
255972,10720,,61,
255972,10722,,61,
255972,13834,61,,
255972,5912,61,,
256169,4733,,76,
256169,13834,76,,
256367,5912,,80,
256367,3990,,76,
256367,7832,,80,
256367,13834,76,,
256367,3982,80,,
256367,4100,80,,
256421,10720,,74,
256421,5912,,74,
256421,3990,,76,
256421,9801,74,,
256421,13834,74,,
256421,4100,76,,
256735,10720,,76,
256735,5912,,83,
256735,3990,,66,
256735,9801,76,,
256735,13834,83,,
256735,4100,66,,
256790,10720,,64,
256790,5912,,64,
256790,3990,,72,
256790,9801,64,,
256790,13834,72,,
256790,4100,64,,
253732,10720,,67,
253732,13834,,46,
253732,4100,,75,
253732,10722,75,,
253732,5361,67,,
253732,5618,46,,
252490,6947,,73,
252490,5618,,76,
252490,10720,,,66
252490,3982,76,,
252490,10722,73,,
251263,15027,,84,
251263,5618,,73,
251263,3982,84,,
251263,3990,73,,
252489,15027,,29,
252489,6947,,63,
252489,3982,29,,
252489,3990,63,,
252515,5121,,20,
252515,6947,,77,
252515,15076,20,38,
252515,13834,38,,
252515,5618,77,,
251489,4733,,58,
251489,10722,,75,
251489,13834,58,,
251489,5618,75,,
251937,13834,,83,
251937,3982,,63,
251937,5361,,71,
251937,4733,71,,
251937,3990,63,,
251937,5618,83,,
244635,5912,,80,
244635,1622,,83,
244635,917,,68,
244635,3810,83,,
244635,79,80,,
244635,5618,68,,
244645,4100,,84,
244645,5618,,80,
244645,917,80,,
244645,3810,90,,
244645,79,84,,
244688,4100,,12,
244688,5618,,59,
244688,7940,,28,
244688,917,59,,
244688,3810,28,,
244688,79,12,,
244677,5912,,80,
244677,7606,,80,
244677,3810,80,,
244677,79,80,,
245275,9801,,62,
245275,917,,68,
245275,3990,,81,
245275,5578,62,,
245275,4733,68,,
245275,79,81,,
246659,5121,,46,
246659,79,,75,
246659,3990,,87,
246659,4733,87,,
246659,3982,75,,
246659,5618,46,,
246864,3810,,75,
246864,79,,65,
246864,7940,,75,
246864,9801,75,,
246864,3982,75,,
246864,5618,65,,
246963,3990,,74,
246963,7606,,57,
246963,4733,74,,
246963,79,57,,
247242,5912,,77,
247242,10722,77,,
247413,5361,,62,
247413,7940,,47,
247413,9801,47,,
247413,79,62,,
247629,79,,65,
247629,7606,,81,
247629,3982,81,,
247629,10722,65,,
248120,79,,76,
248120,10722,76,,
250904,3810,,59,
250904,5618,,55,
250904,4316,,70,
250904,11104,70,,
250904,5912,59,,
250904,3990,55,,
244651,3990,,87,
244651,5618,,84,
244651,917,87,,
244651,3810,84,,
245909,1622,,44,
245909,5618,,63,
245909,917,63,,
245909,3810,44,,
244691,5578,,46,
244691,3810,,72,
244691,7606,,72,
244691,9801,72,,
244691,5912,46,,
244691,5618,72,,
244165,5618,,75,
244165,917,75,,
244233,5912,,68,
244233,3982,,82,
244233,5618,,76,
244233,4733,68,,
244233,917,76,,
244233,3810,82,,
244478,1622,,71,
244478,5618,,79,
244478,7606,,75,
244478,5578,75,,
244478,4733,71,,
244478,917,79,,
245077,5912,,84,
245077,3990,,46,
245077,5618,,60,
245077,5578,84,,
245077,4733,60,,
245077,917,46,,
244990,5912,,27,
244990,7606,,85,
244990,4733,85,,
244990,3810,27,,
258411,5121,,90,
258411,3990,,76,
258411,5912,90,,
258411,4733,76,,
245527,4733,,82,
245527,4100,,35,
245527,10712,82,,
245527,917,35,,
245783,4733,,59,
245783,5618,,81,
245783,5912,59,,
245783,10722,81,,
245836,7898,,46,
245836,5618,,62,
245836,10712,46,,
245836,4733,62,,
246010,3810,,84,
246010,5361,84,,
246288,3982,,70,
246288,917,,84,
246288,7940,,74,
246288,9801,74,,
246288,4733,70,,
246288,5618,84,,
248509,5578,,67,
248509,5361,,79,
248509,3990,,57,
248509,4733,79,,
248509,917,57,,
248509,5618,67,,
248375,11104,,83,
248375,3982,,70,
248375,10722,,53,
248375,5578,83,,
248375,917,53,,
248375,5618,70,,
248588,5121,,69,
248588,5912,,61,
248588,3982,69,,
248588,5361,61,,
248622,11104,,39,
248622,5912,,79,
248622,917,,66,
248622,3982,79,,
248622,10722,66,,
248622,5361,39,,
248873,5912,,75,
248873,917,,9,
248873,3810,,45,
248873,3982,75,,
248873,10722,9,,
248873,5361,45,,
249038,3982,,82,
249038,917,82,,
249395,5578,,46,
249395,3810,,46,
249395,11104,46,71,
249395,4733,71,,
249395,4100,46,,
249211,917,,76,
249211,5618,,73,
249211,5361,73,,
249211,3990,76,,
249736,5912,,67,
249736,3982,,73,
249736,5618,,60,
249736,917,,,85
249736,4733,73,,
249736,10722,67,,
249736,5361,60,,
247917,10722,,70,
247917,5361,,80,
247917,7940,,44,
247917,10720,44,,
247917,4733,80,,
247917,5618,70,,
248765,5578,,48,
248765,10722,,89,
248765,3982,89,,
248765,5361,48,,
248953,10722,,22,
248953,3990,22,,
249835,5912,,84,
249835,3990,,75,
249835,5618,,80,
249835,4733,84,,
249835,10722,75,,
249835,5361,80,,
250190,4316,,6,
250190,5361,6,,
250016,3810,,65,
250016,3990,,65,
250016,10722,65,,
250016,5361,65,,
250416,3982,,80,
250416,5618,,80,
250416,10720,80,,
250416,10722,80,,
250561,3982,,85,
250561,5618,,79,
250561,5578,79,,
250561,3990,85,,
250269,5912,,78,
250269,10722,,80,
250269,5578,80,,
250269,4733,78,,
250854,10720,,38,
250854,5618,,60,
250854,4733,60,,
250854,10722,38,,
245892,5912,,82,
245892,5578,90,,
245892,3810,82,,
251057,4733,,54,
251057,3810,,54,
251057,3990,54,,
251057,5618,54,,
250983,10720,,81,
250983,3990,,63,
250983,4733,81,,
250983,3810,63,,
247466,3810,,75,
247466,5618,75,,
240309,3810,,69,
240309,79,,79,
240309,5618,,86,
240309,8945,,,69
240309,925,79,,
240309,5556,86,,
240309,5828,69,,
243200,805,,73,
243200,3810,,86,
243200,917,73,,
243200,925,86,,
242383,5121,,68,
242383,8945,,22,
242383,805,,30,
242383,917,30,,
242383,925,22,,
242383,5556,68,,
240322,4733,,77,
240322,5618,,87,
240322,5578,77,,
240322,5828,87,,
240327,5618,,30,
240327,7606,,57,
240327,7874,57,,
240327,5828,30,,
243498,5912,,69,
243498,3810,,77,
243498,4733,69,,
243498,5556,77,,
241914,3810,,75,
241914,79,,89,
241914,3982,75,,
241914,5556,89,,
240344,79,,88,
240344,7874,90,,
240344,5556,88,,
240357,5912,,45,
240357,1622,,75,
240357,805,45,,
240357,3982,75,,
243499,917,,73,
243499,5121,73,,
240364,5912,,74,
240364,4733,74,,
243270,1622,,80,
243270,5618,,56,
243270,3482,,80,
243270,4733,80,,
243270,3982,80,,
243270,3810,56,,
240370,917,,80,
240370,3982,90,,
240370,5618,80,,
240379,5912,,73,
240379,917,,80,
240379,3982,73,,
240379,5618,80,,
240382,7940,,46,
240382,3982,46,,
240390,8945,,89,
240390,917,,89,
240390,3810,,85,
240390,1622,85,,
240390,3982,89,,
240390,5618,89,,
241936,1622,,80,
241936,917,,80,
241936,7940,,60,
241936,4733,80,,
241936,3982,60,,
241936,5618,80,,
240411,805,,54,
240411,3810,,68,
240411,5618,,78,
240411,1622,78,,
240411,4733,68,,
240411,5828,54,,
240413,3982,,81,
240413,79,81,,
243007,4733,,80,
243007,3982,,80,
243007,805,80,,
243007,79,80,,
240434,5912,,75,
240434,5556,,75,
240434,7940,,66,
240434,805,75,,
240434,79,75,,
240434,3482,66,,
240447,7874,,78,
240447,4733,,78,
240447,917,78,,
240447,3810,78,,
240462,925,,87,
240462,79,,78,
240462,5556,,89,
240462,3982,78,,
240462,3810,87,,
240462,5828,89,,
240475,8945,,76,
240475,1622,,65,
240475,5556,,28,
240475,4733,65,,
240475,3810,76,,
240475,5828,28,,
240477,8945,,37,
240477,4733,,58,
240477,5828,,70,
240477,1622,58,,
240477,3982,70,,
240477,3810,37,,
240487,3810,,76,
240487,5828,,76,
240487,3982,76,,
240487,5618,76,,
240488,917,,81,
240488,3810,,81,
240488,5618,,60,
240488,4733,60,,
240488,3982,81,,
240488,5828,81,,
240505,7874,,46,
240505,5912,,80,
240505,917,,58,
240505,3810,46,,
240505,79,58,,
240505,5618,80,,
240514,5912,,46,
240514,4733,,46,
240514,5556,,61,
240514,917,61,,
240514,5828,46,,
240514,5618,46,,
240531,1721,,33,
240531,5912,,66,
240531,79,,89,
240531,4733,33,,
240531,917,66,,
240531,5556,89,,
252765,1622,,80,
252765,79,,70,
252765,5618,,45,
252765,917,80,,
252765,5556,70,,
243112,7874,,79,
243112,5912,,67,
243112,5618,,53,
243112,79,,,78
243112,917,78,,
243112,3810,79,,
243112,5556,67,,
240543,5912,,76,
240543,5828,,37,
240543,5618,,81,
240543,3482,,,34
240543,8945,81,,
240543,3810,34,,
240543,5556,76,,
240586,5912,,87,
240586,917,,88,
240586,5828,,80,
240586,4733,87,,
240586,3982,80,,
240586,79,88,,
240595,917,,82,
240595,3810,,67,
240595,4733,82,,
240595,79,67,,
240607,79,,88,
240607,5828,,57,
240607,3982,88,,
240607,917,57,,
240618,79,,71,
240618,5556,,53,
240618,7940,,47,
240618,1622,71,,
240618,3982,47,,
240618,917,53,,
240627,917,,65,
240627,5828,65,86,
240627,5618,86,,
240630,4733,,56,
240630,917,,56,
240630,3482,,73,
240630,9801,73,,
240630,79,56,,
240630,5618,56,,
242017,1622,,87,
242017,5618,,73,
242017,4733,87,,
242017,917,73,,
240641,79,,78,
240641,3990,,74,
240641,1622,78,,
240641,917,74,,
240651,3810,,83,
240651,5618,,78,
240651,917,78,,
240651,79,83,,
240655,3810,,87,
240655,79,,78,
240655,5618,,66,
240655,1622,66,,
240655,4733,87,,
240655,917,78,,
240665,7874,,89,
240665,5618,,82,
240665,7940,,65,
240665,4733,89,,
240665,917,82,,
240665,79,65,,
242031,5618,,71,
242031,79,71,,
240679,5912,,86,
240679,5618,,77,
240679,917,86,,
240679,79,77,,
240689,5618,,71,
240689,5828,71,,
242819,4733,,75,
242819,5618,75,,
240557,917,,79,
240557,925,,56,
240557,5828,,61,
240557,8945,61,,
240557,805,79,,
240557,3982,56,,
240567,5828,,79,
240567,7606,,46,
240567,8945,46,,
240567,3982,79,,
241995,917,,56,
241995,3810,,56,
241995,7606,,64,
241995,3982,56,,
241995,925,56,,
241995,5828,64,,88
859352,133373,,89,
859352,101331,,62,
859352,61258,89,,
859352,71462,62,,
860658,125105,,80,
860658,61258,80,,
861839,76981,,45,
861839,117422,,82,
861839,104921,,72,
861839,125105,45,,
861839,144033,82,,
861839,104933,72,,
860672,76981,,77,
860672,140587,,87,
860672,71462,,73,
860672,101331,77,,
860672,61258,87,,
860672,104933,73,,
860681,76981,,65,
860681,140587,,74,
860681,101331,65,,
860681,104933,74,,
860695,104921,,45,
860695,125105,,73,
860695,71462,,45,
860695,117422,45,,
860695,101331,73,,
860695,61258,45,,
869121,108098,,70,
869121,61258,,58,
869121,101331,58,,
869121,71462,70,,
860708,125105,,69,
860708,61258,,69,
860708,140587,,80,
860708,144033,69,,
860708,71462,69,,
860708,128729,80,,
860716,125105,,64,
860716,101331,,70,
860716,61258,,64,
860716,140587,,69,
860716,125460,70,,
860716,144033,64,,
860716,71462,64,,
860716,128729,69,,
860744,140587,,71,
860744,71462,,83,
860744,101331,83,,
860744,121903,71,85,
860744,128729,85,,
860755,101331,,78,
860755,144033,,73,
860755,140587,,88,
860755,60649,88,,
860755,68138,73,,
860755,71462,78,,
864060,68138,,45,
864060,140587,,68,
864060,71462,,69,
864060,165325,45,,
864060,58504,69,,
864060,128729,68,,
860769,144033,,45,
860769,71462,,58,
860769,68138,45,,
860769,140587,58,,
860781,104921,,86,
860781,68138,,89,
860781,101331,,75,
860781,140587,,86,
860781,60649,89,,
860781,125105,86,,
860781,144033,75,,
860781,71462,86,,
860792,68138,,82,
860792,71462,,73,
860792,144033,82,,
860792,140587,73,,
860805,101331,,89,
860805,58504,,89,
860805,71462,,33,
860805,144033,89,,
860805,140587,33,,
860805,128729,89,,
860811,101331,,77,
860811,144033,77,,
860840,104921,,45,
860840,140587,,71,
860840,61258,45,,
860840,128729,71,,
860732,140587,,76,
860732,71462,76,,
871069,76807,,78,
871069,108098,,45,
871069,125460,,89,
871069,117422,,60,
871069,71462,,60,
871069,60649,78,,
871069,125105,60,,
871069,101331,45,,
871069,140587,60,,
871069,165326,89,,
860853,68138,,89,
860853,101331,,86,
860853,140587,,83,
860853,76981,,,90
860853,76807,89,,
860853,144033,86,,
860853,128729,83,,
860864,104921,,55,
860864,101331,,32,
860864,125460,,,30
860864,60649,32,,
860864,140587,55,,
871310,68138,,75,
871310,61258,,61,
871310,140587,,61,
871310,101331,61,,
871310,144033,75,,
871310,71462,61,,
860875,71462,,53,
860875,140587,53,,
860882,117422,,78,
860882,71462,,55,
860882,104933,78,,
860882,128729,55,,
860913,101331,,87,
860913,58504,,87,
860913,104933,,70,
860913,125105,87,,
860913,71462,70,,
860913,128729,87,,
860914,101331,,87,
860914,104933,,58,
860914,125460,87,,
860914,71462,58,,76
860929,101331,,78,
860929,140587,,58,
860929,61258,78,,
860929,104933,58,,
860949,101331,,86,
860949,104933,,45,
860949,125105,86,,
860949,140587,45,,
860961,104933,,46,
860961,128729,46,,
860984,104921,,74,
860984,101331,,74,
860984,100535,,67,
860984,69329,74,,
860984,104579,74,,
860984,128729,67,,
860996,117422,,86,
860996,104921,,59,
860996,101331,,60,
860996,58504,,86,
860996,100535,,72,
860996,93064,59,,
860996,104579,60,,
860996,71462,86,,
860996,104933,86,,
860996,128729,72,,
860966,101331,,68,
860966,69329,,68,
860966,58504,,82,
860966,100535,,82,
860966,104579,68,,
860966,71462,68,,
860966,104933,82,,
860966,128729,82,,
861008,101331,,70,
861008,93064,,76,
861008,58504,,69,
861008,100535,,76,
861008,104921,69,,
861008,144533,76,,
861008,104579,70,,
861008,104933,76,,
861010,68138,,37,
861010,101331,,62,
861010,58504,,62,
861010,144533,62,,
861010,104579,37,,
861010,104933,62,,
861032,144533,,58,
861032,104933,,58,
861032,104579,58,,
861032,128729,58,,
861044,101331,,89,
861044,144533,,67,
861044,100535,,89,
861044,108098,89,,
861044,104921,67,,
861044,128729,89,,
864058,71462,,79,
864058,128729,,61,
864058,165325,61,,
864058,165326,79,,
864061,103555,,45,
864061,108098,,56,
864061,165325,,66,
864061,128729,,66,
864061,165326,,85,
864061,117422,45,,
864061,104921,56,,
864061,68138,85,,
864061,101331,66,,
864061,140587,66,,
252765,3810,45.0,,
246321,3810,,69.0,
246321,79,,77.0,
246321,4733,69.0,,
246321,5618,77.0,,
